title,firstname,middlename,lastname,fullname,name_suffix,nickname,party,state,district,in_office,gender,phone,fax,website,webform,congress_office,bioguide_id,votesmart_id,fec_id,govtrack_id,crp_id,twitter_id,congresspedia_url,youtube_url,facebook_id,official_rss,senate_class,birthdate,oc_email
Rep,Carol,,Shea-Porter,Carol Shea-Porter,,,D,NH,1,1,F,202-225-5456,,http://shea-porter.house.gov,https://shea-porter.house.gov/contact/email-me,1530 Longworth House Office Building,S001170,65891,H6NH01230,412219,N00028091,RepSheaPorter,http://www.opencongress.org/wiki/Carol_Shea-Porter,http://youtube.com/RepCarolSheaPorter,4.22E+14,,,12/2/52,Rep.Shea-porter@opencongress.org
Rep,Heath,,Shuler,Heath Shuler,,,D,NC,11,0,M,202-225-6401,202-226-6422,http://shuler.house.gov,http://shuler.house.gov/zipauth.htm,229 Cannon House Office Building,S001171,57781,H6NC11172,412225,N00027655,,http://www.opencongress.org/wiki/Heath_Shuler,http://youtube.com/RepHeathShuler,CongressmanShuler,,,12/31/71,
Rep,Adrian,,Smith,Adrian Smith,,,R,NE,3,1,M,202-225-6435,202-225-0207,http://adriansmith.house.gov,https://adriansmith.house.gov/contact-me/email-me,2241 Rayburn House Office Building,S001172,21284,H6NE03115,412217,N00027623,RepAdrianSmith,http://www.opencongress.org/wiki/Adrian_Smith,http://youtube.com/RepAdrianSmith,,,,12/19/70,Rep.Adriansmith@opencongress.org
Rep,Zachary,T.,Space,Zachary Space,,Zack,D,OH,18,0,M,,,http://space.house.gov,,,S001173,56847,H6OH18157,412229,N00027902,,http://www.opencongress.org/wiki/Zachary_Space,,,,,1/27/61,
Rep,Betty,,Sutton,Betty Sutton,,,D,OH,13,0,F,202-225-3401,202-225-2266,http://sutton.house.gov,http://sutton.house.gov/about/emailform.cfm,1519 Longworth House Office Building,S001174,8394,H6OH13133,412228,N00027901,,http://www.opencongress.org/wiki/Betty_Sutton,http://youtube.com/RepBettySutton,6871203036,,,7/31/63,
Rep,Jackie,,Speier,Jackie Speier,,,D,CA,14,1,F,202-225-3531,202-347-0956,http://speier.house.gov,https://forms.house.gov/speier/webforms/email_jackie.shtml,211 Cannon House Office Building,S001175,8425,H8CA12171,412259,N00029649,RepSpeier,http://www.opencongress.org/wiki/K._Jacqueline_Speier,http://youtube.com/jackiespeierca12,99332606976,,,5/14/50,Rep.Speier@opencongress.org
Rep,Steve,Joseph,Scalise,Steve Scalise,,,R,LA,1,1,M,202-225-3015,202-226-0386,http://scalise.house.gov,https://scalise.house.gov/contact-me/email-me,2338 Rayburn House Office Building,S001176,9026,H0LA01087,412261,N00009660,SteveScalise,http://www.opencongress.org/wiki/Stephen_Scalise,http://youtube.com/RepSteveScalise,50936151681,,,10/6/65,Rep.Scalise@opencongress.org
Del,Gregorio,Kilili Camacho,Sablan,Gregorio Sablan,,,D,MP,0,1,M,202-225-2646,202-226-4249,http://sablan.house.gov,http://sablan.house.gov/email-me,423 Cannon House Office Building,S001177,110903,H8MP00041,412312,N00030418,,http://www.opencongress.org/wiki/Gregorio_Sablan,http://youtube.com/CongressmanSablan,1.53E+11,,,1/19/55,Rep.Sablan@opencongress.org
Rep,Mark,H.,Schauer,Mark Schauer,,,D,MI,7,0,M,,,http://schauer.house.gov,,,S001178,12023,H8MI07096,412313,N00029327,,http://www.opencongress.org/wiki/Mark_Schauer,http://youtube.com/RepMarkSchauer,,,,10/2/61,
Rep,Aaron,,Schock,Aaron Schock,,,R,IL,18,1,M,202-225-6201,202-225-9249,http://schock.house.gov,https://schock.house.gov/contact/contactform.htm?zip5=,328 Cannon House Office Building,S001179,33428,H8IL18043,412314,N00029273,AaronSchock,http://www.opencongress.org/wiki/Aaron_Schock,http://youtube.com/repaaronschock,70882853544,,,5/28/81,Rep.Schock@opencongress.org
Rep,Kurt,,Schrader,Kurt Schrader,,,D,OR,5,1,M,202-225-5711,202-225-5699,http://schrader.house.gov,https://schrader.house.gov/forms/writeyourrep/,108 Cannon House Office Building,S001180,10813,H8OR05107,412315,N00030071,RepSchrader,http://www.opencongress.org/wiki/Kurt_Schrader,http://youtube.com/repkurtschrader,94978896695,,,10/19/51,Rep.Schrader@opencongress.org
Sen,Jeanne,,Shaheen,Jeanne Shaheen,,,D,NH,Senior Seat,1,F,202-224-2841,202-228-3194,http://www.shaheen.senate.gov,http://www.shaheen.senate.gov/contact/,520 Hart Senate Office Building,S001181,1663,S0NH00219,412323,N00024790,SenatorShaheen,http://www.opencongress.org/wiki/Jeanne_Shaheen,http://youtube.com/senatorshaheen,1.28E+14,,II,1/28/47,Sen.Shaheen@opencongress.org
Rep,Robert,T.,Schilling,Robert Schilling,,Bobby,R,IL,17,0,M,202-225-5905,202- 225-5396,http://schilling.house.gov/,,507 Cannon House Office Building,S001182,116570,H0IL17059,412423,N00030668,RepSchilling,http://www.opencongress.org/wiki/Bobby_Schilling,http://youtube.com/repbobbyschilling,1.29E+14,,,1/23/64,
Rep,David,,Schweikert,David Schweikert,,,R,AZ,6,1,M,202-225-2190,202-225-0096,http://schweikert.house.gov,https://schweikert.house.gov/contact-form,1205 Longworth House Office Building,S001183,106387,H4AZ06045,412399,N00006460,RepDavid,http://www.opencongress.org/wiki/David_Schweikert,http://youtube.com/RepDavidSchweikert,1.50E+14,,,3/3/62,Rep.Schweikert@opencongress.org
Sen,Tim,,Scott,Tim Scott,,,R,SC,Junior Seat,1,M,202-224-6121,202-225-3407,http://www.scott.senate.gov,http://www.scott.senate.gov/contact/email-me,167 Russell Senate Office Building,S001184,11940,H0SC01279,412471,N00031782,SenatorTimScott,http://www.opencongress.org/wiki/Tim_Scott,http://youtube.com/SenatorTimScott,1.63E+14,,III,9/19/65,Sen.Scott@opencongress.org
Rep,Terri,A.,Sewell,Terri Sewell,,,D,AL,7,1,F,202-225-2665,202-226-9567,http://sewell.house.gov,https://sewell.house.gov/email-me,1133 Longworth House Office Building,S001185,121621,H0AL07086,412396,N00030622,RepTerriSewell,http://www.opencongress.org/wiki/Terri_Sewell,http://youtube.com/RepSewell,1.18E+14,,,1/1/65,Rep.Sewell@opencongress.org
Rep,Steve,,Southerland,Steve Southerland,,,R,FL,2,1,M,202-225-5235,202-225-5615,http://southerland.house.gov,https://southerland.house.gov/index.cfm/email-me,1229 Longworth House Office Building,S001186,124329,H0FL02110,412408,N00031204,Rep_Southerland,http://www.opencongress.org/wiki/Steve_Southerland,http://youtube.com/RepSteveSoutherland,1.56E+14,,,10/10/65,Rep.Southerland@opencongress.org
Rep,Steve,,Stivers,Steve Stivers,,,R,OH,15,1,M,202-225-2015,202-225-3529,http://stivers.house.gov,https://stivers.house.gov/forms/writeyourrep/,1022 Longworth House Office Building,S001187,45333,H8OH15076,412461,N00029574,RepSteveStivers,http://www.opencongress.org/wiki/Steve_Stivers,http://youtube.com/RepSteveStivers,1.16E+14,,,3/24/65,Rep.Stivers@opencongress.org
Rep,Marlin,A.,Stutzman,Marlin Stutzman,,,R,IN,3,1,M,202-225-4436,202-226-9870,http://stutzman.house.gov,http://stutzman.house.gov/contacts/new,1728 Longworth House Office Building,S001188,34230,H0IN03198,412392,N00030891,RepStutzman,http://www.opencongress.org/wiki/Marlin_Stutzman,http://youtube.com/repstutzman,1.09E+14,,,8/31/76,Rep.Stutzman@opencongress.org
Rep,Austin,,Scott,Austin Scott,,,R,GA,8,1,M,202-225-6531,202-225-3013,http://austinscott.house.gov,https://austinscott.house.gov/email-me/,516 Cannon House Office Building,S001189,11812,H0GA08099,412417,N00032457,AustinScottGA08,http://www.opencongress.org/wiki/Austin_Scott,http://youtube.com/RepAustinScott,1.31E+14,,,12/10/69,Rep.Austinscott@opencongress.org
Rep,Bradley,S.,Schneider,Bradley Schneider,,,D,IL,10,1,M,202-225-4835,,http://schneider.house.gov,https://schneider.house.gov/contact/email-me,317 Cannon House Office Building,S001190,134948,H2IL10068,412534,N00033101,RepSchneider,,http://youtube.com/RepBradSchneider,4.01E+14,,,8/20/61,Rep.Schneider@opencongress.org
Rep,Kyrsten,,Sinema,Kyrsten Sinema,,,D,AZ,9,1,F,202-225-9888,202-225-9731,http://sinema.house.gov,https://sinemaforms.house.gov/forms/writeyourrep/,1237 Longworth House Office Building,S001191,28338,H2AZ09019,412509,N00033983,RepSinema,,http://youtube.com/repsinema,2.34E+14,,,7/12/76,Rep.Sinema@opencongress.org
Rep,Chris,,Stewart,Chris Stewart,,,R,UT,2,1,M,202-225-9730,801-364-5551,http://stewart.house.gov,https://stewart.house.gov/contact/email-me,323 Cannon House Office Building,S001192,135930,H2UT02324,412581,N00033932,RepChrisStewart,,http://youtube.com/repchrisstewart,2.42E+14,,,7/15/60,Rep.Stewart@opencongress.org
Rep,Eric,,Swalwell,Eric Swalwell,,,D,CA,15,1,M,202-225-5065,,http://swalwell.house.gov,http://swalwell.house.gov/contact-me/email-eric/,501 Cannon House Office Building,S001193,129529,H2CA15094,412514,N00033508,RepSwalwell,,http://youtube.com/ericswalwell,4.50E+14,,,11/16/80,Rep.Swalwell@opencongress.org
Sen,Brian,Emanuel,Schatz,Brian Schatz,,,D,HI,Senior Seat,1,M,202-224-3934,202-228-1153,http://www.schatz.senate.gov,http://www.schatz.senate.gov/contact,722 Hart Senate Office Building,S001194,17852,S4HI00136,412507,N00028138,SenBrianSchatz,,http://youtube.com/senbrianschatz,3.58E+14,,III,10/20/72,Sen.Schatz@opencongress.org
Rep,Jason,T.,Smith,Jason Smith,,,R,MO,8,1,M,202-225-4404,202-226-0326,http://jasonsmith.house.gov,https://jasonsmith.house.gov/contact/email-me,2230 Rayburn House Office Building,S001195,59318,H4MO08162,412596,N00035282,RepJasonSmith,,http://youtube.com/RepJasonSmith,5.45E+14,,,6/16/80,Rep.Jasonsmith@opencongress.org
Rep,John,S.,Tanner,John Tanner,,,D,TN,8,0,M,,,http://www.house.gov/tanner,,,T000038,27074,H8TN08033,400395,N00003254,,http://www.opencongress.org/wiki/John_Tanner,,,,,9/22/44,
Rep,Ellen,O.,Tauscher,Ellen Tauscher,,,D,CA,10,0,F,,,http://www.house.gov/tauscher,,,T000057,94,H6CA10088,400396,N00007422,,http://www.opencongress.org/wiki/Ellen_Tauscher,http://youtube.com/RepEllenTauscher,,,,11/15/51,
Rep,Gene,,Taylor,Gene Taylor,,,D,MS,4,0,M,,,http://www.house.gov/genetaylor,,,T000074,26932,H8MS05047,400399,N00003350,,http://www.opencongress.org/wiki/Gene_Taylor,http://youtube.com/repgenetaylor,,,,9/17/53,
Rep,Bennie,G.,Thompson,Bennie Thompson,,,D,MS,2,1,M,202-225-5876,202-225-5898,http://benniethompson.house.gov,https://forms.house.gov/benniethompson/contact-form.shtml,2466 Rayburn House Office Building,T000193,26929,H4MS02068,400402,N00003288,BennieGThompson,http://www.opencongress.org/wiki/Bennie_Thompson,http://youtube.com/RepBennieThompson,7259193379,,,1/28/48,Rep.Benniethompson@opencongress.org
Rep,Mac,M.,Thornberry,Mac Thornberry,,,R,TX,13,1,M,202-225-3706,202-225-3486,http://thornberry.house.gov,https://thornberry.house.gov/forms/writeyourrep/,2329 Rayburn House Office Building,T000238,21706,H4TX13014,400404,N00006052,MacTXPress,http://www.opencongress.org/wiki/William_Thornberry,http://youtube.com/RepMacThornberry,7760165627,,,7/15/58,Rep.Thornberry@opencongress.org
Sen,John,,Thune,John Thune,,,R,SD,Junior Seat,1,M,202-224-2321,202-228-5429,http://www.thune.senate.gov,http://www.thune.senate.gov/public/index.cfm/contact,511 Dirksen Senate Office Building,T000250,398,S2SD00068,400546,N00004572,SenJohnThune,http://www.opencongress.org/wiki/John_Thune,http://youtube.com/johnthune,,,III,1/7/61,Sen.Thune@opencongress.org
Rep,Todd,,Tiahrt,Todd Tiahrt,,,R,KS,4,0,M,,,http://www.house.gov/tiahrt,,,T000260,21953,H4KS04087,400405,N00008144,RepToddTiahrt,http://www.opencongress.org/wiki/Todd_Tiahrt,http://youtube.com/CongressmanTiahrt,,,,6/15/51,
Rep,John,F.,Tierney,John Tierney,,,D,MA,6,1,M,202-225-8020,202-225-5915,http://tierney.house.gov,https://tierney.house.gov/contact/email-me,2238 Rayburn House Office Building,T000266,553,H4MA06033,400407,N00000226,RepTierney,http://www.opencongress.org/wiki/John_Tierney,http://youtube.com/CongressmanTierney,2.04E+14,,,9/18/51,Rep.Tierney@opencongress.org
Rep,Edolphus,,Towns,Edolphus Towns,,Ed,D,NY,10,0,M,202-225-5936,202-225-1018,http://www.house.gov/towns,http://www.house.gov/towns/contact_form_zipcheck.shtml,2232 Rayburn House Office Building,T000326,26973,H2NY11017,400409,N00001082,edtowns,http://www.opencongress.org/wiki/Edolphus_Towns,http://youtube.com/CongressmanEdTowns,EdTowns,,,7/21/34,
Rep,Thomas,G.,Tancredo,Thomas Tancredo,,Tom,R,CO,6,0,M,,,http://tancredo.house.gov,,,T000458,17030,H8CO06054,400394,N00006103,,http://www.opencongress.org/wiki/Tom_Tancredo,,,,,12/20/45,
Rep,Lee,R.,Terry,Lee Terry,,,R,NE,2,1,M,202-225-4155,202-226-5452,http://leeterry.house.gov,http://leeterry.house.gov/contact/,2266 Rayburn House Office Building,T000459,21276,H8NE02139,400400,N00005321,LEETERRYNE,http://www.opencongress.org/wiki/Lee_Terry,http://youtube.com/NebraskaTerry,3.94E+11,,,1/29/62,Rep.Leeterry@opencongress.org
Rep,Mike,Michael,Thompson,Mike Thompson,,,D,CA,5,1,M,202-225-3311,202-225-4335,http://mikethompson.house.gov,https://mikethompson.house.gov/contact/email-me,231 Cannon House Office Building,T000460,3564,H8CA01109,400403,N00007419,RepThompson,http://www.opencongress.org/wiki/Michael_Thompson,http://youtube.com/CongressmanMThompson,7109195747,,,1/24/51,Rep.Mikethompson@opencongress.org
Sen,Patrick,J.,Toomey,Patrick Toomey,,Pat,R,PA,Junior Seat,1,M,202-224-4254,,http://www.toomey.senate.gov,http://www.toomey.senate.gov/?p=contact,248 Russell Senate Office Building,T000461,24096,S4PA00121,400408,N00001489,SenToomey,http://www.opencongress.org/wiki/Pat_Toomey,http://youtube.com/sentoomey,1.89E+14,,III,11/17/61,Sen.Toomey@opencongress.org
Rep,Patrick,J.,Tiberi,Patrick Tiberi,,Pat,R,OH,12,1,M,202-225-5355,202-226-4523,http://tiberi.house.gov,https://tiberi.house.gov/contact/contactform.htm,106 Cannon House Office Building,T000462,8404,H0OH12062,400406,N00009699,TiberiPress,http://www.opencongress.org/wiki/Patrick_Tiberi,http://youtube.com/PatTiberi,90452932937,,,10/21/62,Rep.Tiberi@opencongress.org
Rep,Michael,R.,Turner,Michael Turner,,,R,OH,10,1,M,202-225-6465,202-225-6754,http://turner.house.gov,http://turner.house.gov/contact/,2239 Rayburn House Office Building,T000463,45519,H2OH03067,400411,N00025175,RepMikeTurner,http://www.opencongress.org/wiki/Michael_Turner,http://youtube.com/CongressmanTurner,9275036647,,,1/11/60,Rep.Turner@opencongress.org
Sen,Jon,,Tester,Jon Tester,,,D,MT,Senior Seat,1,M,202-224-2644,202-224-8594,http://www.tester.senate.gov,http://www.tester.senate.gov/?p=email_senator,706 Hart Senate Office Building,T000464,20928,S6MT00162,412244,N00027605,SenatorTester,http://www.opencongress.org/wiki/Jon_Tester,http://youtube.com/senatorjontester,2.11E+11,,I,8/21/56,Sen.Tester@opencongress.org
Rep,Niki,S.,Tsongas,Niki Tsongas,,,D,MA,3,1,F,202-225-3411,202-226-0771,http://tsongas.house.gov,https://tsongas.house.gov/e-mail-niki/,1607 Longworth House Office Building,T000465,89417,H8MA05143,412254,N00029026,NikiInTheHouse,http://www.opencongress.org/wiki/Nicola_Tsongas,http://youtube.com/RepTsongas,1.31E+14,,,4/26/46,Rep.Tsongas@opencongress.org
Rep,Harry,,Teague,Harry Teague,,,D,NM,2,0,M,,,http://teague.house.gov,,,T000466,102408,H8NM02032,412316,N00029556,,http://www.opencongress.org/wiki/Harry_Teague,http://youtube.com/RepresentativeTeague,,,,6/29/49,
Rep,Glenn,,Thompson,Glenn Thompson,,,R,PA,5,1,M,202-225-5121,202-225-5796,http://thompson.house.gov,https://thompson.house.gov/contact-me/email-me,124 Cannon House Office Building,T000467,24046,H8PA05071,412317,N00029736,CongressmanGT,http://www.opencongress.org/wiki/Glenn_Thompson,http://youtube.com/CongressmanGT,14463006747,,,7/27/59,Rep.Thompson@opencongress.org
Rep,Dina,,Titus,Dina Titus,,,D,NV,1,1,F,202-225-5965,,http://titus.house.gov,https://titus.house.gov/contact/email-me,401 Cannon House Office Building,T000468,2629,H8NV03036,412318,N00030191,RepDinaTitus,http://www.opencongress.org/wiki/Alice_Titus,http://youtube.com/CongresswomanTitus,1.21E+14,,,5/23/50,Rep.Titus@opencongress.org
Rep,Paul,,Tonko,Paul Tonko,,,D,NY,20,1,M,202-225-5076,202-225-5077,http://tonko.house.gov,https://tonko.house.gov/email-form1,2463 Rayburn House Office Building,T000469,4403,H8NY21203,412319,N00030196,RepPaulTonko,http://www.opencongress.org/wiki/Paul_Tonko,http://youtube.com/reppaultonko,30671144824,,,6/18/49,Rep.Tonko@opencongress.org
Rep,Scott,R.,Tipton,Scott Tipton,,,R,CO,3,1,M,202-225-4761,202-226-9669,http://tipton.house.gov,https://tipton.house.gov/contact-me/email-me,218 Cannon House Office Building,T000470,65403,H6CO03139,412405,N00027509,RepTipton,http://www.opencongress.org/wiki/Scott_Tipton,http://youtube.com/RepScottTipton,1.91E+14,,,11/9/56,Rep.Tipton@opencongress.org
Rep,Robert,L.,Turner,Robert Turner,,,R,NY,9,0,M,202-225-6616,202-226-0218,http://bobturner.house.gov/,https://bobturner.house.gov/contact-me,2104 Rayburn House Office Building,T000471,127071,H0NY09072,412499,N00032601,USRepBobTurner,http://www.opencongress.org/wiki/Bob_Turner,http://youtube.com/CongressmanBobTurner,9275036647,,,5/2/41,
Rep,Mark,,Takano,Mark Takano,,,D,CA,41,1,M,202-225-2305,,http://takano.house.gov,https://takano.house.gov/contact/email-me,1507 Longworth House Office Building,T000472,22337,H2CA43245,412520,N00006701,RepMarkTakano,,http://youtube.com/RepMarkTakano,2.62E+14,,,12/10/60,Rep.Takano@opencongress.org
Rep,Fred,Stephen,Upton,Fred Upton,,,R,MI,6,1,M,202-225-3761,202-225-4986,http://upton.house.gov,http://upton.house.gov/contact/zipauth.htm,2183 Rayburn House Office Building,U000031,26906,H6MI04113,400414,N00004133,RepFredUpton,http://www.opencongress.org/wiki/Frederick_Stephen_Upton,http://youtube.com/RepFredUpton,2.12E+14,,,4/23/53,Rep.Upton@opencongress.org
Sen,Mark,E.,Udall,Mark Udall,,,D,CO,Senior Seat,1,M,202-224-5941,202-226-7840,http://www.markudall.senate.gov,http://www.markudall.senate.gov/?p=contact_us,730 Hart Senate Office Building,U000038,12329,H8CO02087,400412,N00008051,MarkUdall,http://www.opencongress.org/wiki/Mark_Udall,http://youtube.com/senatormarkudall,17204170252,,II,7/18/50,Sen.Markudall@opencongress.org
Sen,Tom,S.,Udall,Tom Udall,,,D,NM,Senior Seat,1,M,202-224-6621,,http://www.tomudall.senate.gov,http://www.tomudall.senate.gov/?p=contact,110 Hart Senate Office Building,U000039,22658,H8NM03097,400413,N00006561,SenatorTomUdall,http://www.opencongress.org/wiki/Tom_Udall,http://youtube.com/senatortomudall,1.06E+11,,II,5/18/48,Sen.Tomudall@opencongress.org
Rep,Nydia,M.,Velazquez,Nydia Velazquez,,,D,NY,7,1,F,202-225-2361,202-226-0327,http://www.house.gov/velazquez,http://velazquez.house.gov/IMA/issue_subscribe.shtml,2302 Rayburn House Office Building,V000081,26975,H2NY00010,400416,N00001102,NydiaVelazquez,http://www.opencongress.org/wiki/Nydia_Velazquez,http://youtube.com/nydiavelazquez,8037068318,,,3/28/53,Rep.Www@opencongress.org
Rep,Peter,J.,Visclosky,Peter Visclosky,,,D,IN,1,1,M,202-225-2461,202-225-2493,http://visclosky.house.gov,https://visclosky.house.gov/contact-pete/email-pete,2256 Rayburn House Office Building,V000108,26851,H4IN01012,400417,N00003813,RepVisclosky,http://www.opencongress.org/wiki/Peter_Visclosky,http://youtube.com/PeteVisclosky1,1.19E+14,,,8/13/49,Rep.Visclosky@opencongress.org
Sen,George,V.,Voinovich,George Voinovich,,,R,OH,Senior Seat,0,M,,,http://voinovich.senate.gov/,,,V000126,21745,S8OH00011,300098,N00003583,,http://www.opencongress.org/wiki/George_Voinovich,http://youtube.com/SenVoinovich,,,III,7/15/36,
Sen,David,,Vitter,David Vitter,,,R,LA,Junior Seat,1,M,202-224-4623,202-228-5061,http://www.vitter.senate.gov,http://www.vitter.senate.gov/contact/email-senator-vitter,516 Hart Senate Office Building,V000127,4615,S4LA00057,400418,N00009659,,http://www.opencongress.org/wiki/David_Vitter,http://youtube.com/SenatorVitter,,,III,5/3/61,Sen.Vitter@opencongress.org
Rep,Chris,,Van Hollen,Chris Van Hollen,Jr.,,D,MD,8,1,M,202-225-5341,202-225-0375,http://vanhollen.house.gov,http://vanhollen.house.gov/contact/,1707 Longworth House Office Building,V000128,6098,H2MD08126,400415,N00013820,ChrisVanHollen,http://www.opencongress.org/wiki/Christopher_Van_Hollen,http://youtube.com/RepChrisVanHollen,1.09E+11,,,1/10/59,Rep.Vanhollen@opencongress.org
Rep,David,G.,Valadao,David Valadao,,,R,CA,21,1,M,202-225-4695,202-226-3196,http://valadao.house.gov,http://valadao.house.gov/contact/,1004 Longworth House Office Building,V000129,120200,H2CA20094,412515,N00033367,RepDavidValadao,,http://youtube.com/congressmanvaladao,1.06E+14,,,4/14/77,Rep.Valadao@opencongress.org
Rep,Juan,,Vargas,Juan Vargas,,,D,CA,51,1,M,202-225-8045,202-225-9073,http://vargas.house.gov,https://vargas.house.gov/contact,1605 Longworth House Office Building,V000130,29100,H2CA50026,412522,N00007021,RepJuanVargas,,http://youtube.com/RepJuanVargas,1.77E+14,,,3/7/61,Rep.Vargas@opencongress.org
Rep,Marc,A.,Veasey,Marc Veasey,,,D,TX,33,1,M,202-225-9897,,http://veasey.house.gov,https://veaseyforms.house.gov/forms/writeyourrep/,414 Cannon House Office Building,V000131,49671,H2TX33073,412579,N00033839,RepVeasey,,http://youtube.com/marcveasey,3.95E+14,,,1/3/71,Rep.Veasey@opencongress.org
